amfi_code,level_1,mean,std,Rolling_Sharpe,date
100016,5867,-0.0009833654542091854,0.010229343045343477,-1.52604547224404,2022-06-15
100016,5868,-0.001050108805245141,0.010237343785130859,-1.6283482160322638,2022-06-16
100016,5869,-0.0011565838698591167,0.010205682219687815,-1.7990173851187308,2022-06-17
100016,5870,-0.001098533573886128,0.010167873990008717,-1.715076315587897,2022-06-20
100016,5871,-0.001011182673563666,0.010163356500961201,-1.5794021693840101,2022-06-21
100016,5872,-0.001020723542045211,0.010158470130324131,-1.5950712744859592,2022-06-22
100016,5873,-0.001317273385228796,0.00994887775620414,-2.1018518096633856,2022-06-23
100016,5874,-0.0011784253956140837,0.010044308657824665,-1.8624400991554213,2022-06-24
100016,5875,-0.0013322051185710455,0.010043056268145022,-2.10574351768557,2022-06-27
100016,5876,-0.0014792100130230728,0.010126150057336834,-2.318919910806621,2022-06-28
100016,5877,-0.0016338759967060368,0.009932809467628853,-2.611242815735135,2022-06-29
100016,5878,-0.0015437401228994717,0.009848598672177782,-2.488284429119376,2022-06-30
100016,5879,-0.0015214759653599222,0.009857477379979353,-2.4501889529749303,2022-07-01
100016,5880,-0.0015964204313987287,0.009976226145834103,-2.5402780897146613,2022-07-04
100016,5881,-0.0012160080103814283,0.009866347757225424,-1.9565019601355218,2022-07-05
100016,5882,-0.0011791030190480014,0.009889026500223467,-1.8927727770509897,2022-07-06
100016,5883,-0.0013389277919328053,0.009957196932175559,-2.1346187998832953,2022-07-07
100016,5884,-0.0014550777439429328,0.010025660057335573,-2.303952354291797,2022-07-08
100016,5885,-0.0012795031291023835,0.010181136392792688,-1.9950113331535302,2022-07-11
100016,5886,-0.001659511676639358,0.009693875103478982,-2.7175851642362345,2022-07-12
100016,5887,-0.001715712316290901,0.009709111850586672,-2.8052090737601465,2022-07-13
100016,5888,-0.001985800560344843,0.00985640519335336,-3.198286393251047,2022-07-14
100016,5889,-0.001956656785262662,0.009850678594083439,-3.1531800812310204,2022-07-15
100016,5890,-0.002007942100901721,0.009835932259341098,-3.240678345028618,2022-07-18
100016,5891,-0.001914239586870202,0.009880087001625872,-3.0756420844189796,2022-07-19
100016,5892,-0.0020103911214137743,0.00993371607097615,-3.2126919516698615,2022-07-20
100016,5893,-0.0023382138590686335,0.00979535092547143,-3.7893480878322885,2022-07-21
100016,5894,-0.0024099256459438508,0.009720258746189729,-3.9357371673815753,2022-07-22
100016,5895,-0.0023241997319683487,0.009790886906509876,-3.768353907106807,2022-07-25
100016,5896,-0.0022535479708961663,0.009687138233221365,-3.6929342939061773,2022-07-26
100016,5897,-0.0021116681034572264,0.009774172151365902,-3.4296195524699127,2022-07-27
100016,5898,-0.002376181179477388,0.009354836267537974,-4.03221454088616,2022-07-28
100016,5899,-0.00224603041331337,0.009447940481492266,-3.7737989071939246,2022-07-29
100016,5900,-0.0023616015372502253,0.009355942415553974,-4.007000098464356,2022-08-01
100016,5901,-0.0027484308512050366,0.009419768515107087,-4.63174727677271,2022-08-02
100016,5902,-0.002784808306622819,0.009405778641154671,-4.700032082026366,2022-08-03
100016,5903,-0.0025981567196698037,0.009489812644267107,-4.3461826729974655,2022-08-04
100016,5904,-0.0024492176537159022,0.009305221465361325,-4.178312687681808,2022-08-05
100016,5905,-0.002554471178295454,0.009255484259456086,-4.381291316322166,2022-08-08
100016,5906,-0.002492131475344359,0.00924649695280631,-4.278524170974735,2022-08-09
100016,5907,-0.0027900831209873795,0.009525621326054284,-4.649691073782756,2022-08-10
100016,5908,-0.002503147653393583,0.009679945183951206,-4.10500641887997,2022-08-11
100016,5909,-0.002565195814110499,0.009693416437057116,-4.200915270105153,2022-08-12
100016,5910,-0.0025188075818807962,0.009719721553421908,-4.113783563934123,2022-08-15
100016,5911,-0.0025536705950246893,0.009705724251707444,-4.176737654765995,2022-08-16
100016,5912,-0.0023209199240036503,0.00979355526433283,-3.7620108935344256,2022-08-17
100016,5913,-0.002399006403403556,0.00971276114291447,-3.920928916297473,2022-08-18
100016,5914,-0.002363649142030158,0.00970994630949523,-3.864261006453338,2022-08-19
100016,5915,-0.002287946446479985,0.009643350667972492,-3.766328231031363,2022-08-22
100016,5916,-0.0021987658318842456,0.00969754138664358,-3.599296368321183,2022-08-23
100016,5917,-0.0023842997760772527,0.009798360850369954,-3.8628487079790834,2022-08-24
100016,5918,-0.00233655026434589,0.009830061354973059,-3.77328118433401,2022-08-25
100016,5919,-0.002578132828295336,0.009725283254230126,-4.208267131506404,2022-08-26
100016,5920,-0.0024315178323962585,0.009839474167183017,-3.922887372007472,2022-08-29
100016,5921,-0.0024039733487296907,0.009848297607394816,-3.8749736610661283,2022-08-30
100016,5922,-0.002233009794843757,0.009863048989593542,-3.594013533884766,2022-08-31
100016,5923,-0.002305706220311743,0.009812380571452225,-3.7301805882260433,2022-09-01
100016,5924,-0.00249427796061259,0.009888691534935315,-4.004112674241755,2022-09-02
100016,5925,-0.0025372405883713465,0.009900112148332064,-4.068382769361305,2022-09-05
100016,5926,-0.002285946210586176,0.009837538165587379,-3.6887553055731757,2022-09-06
100016,5927,-0.002412111301255727,0.00970679521464076,-3.944770542663957,2022-09-07
100016,5928,-0.002176006499624186,0.009772016982171118,-3.534892781973031,2022-09-08
100016,5929,-0.0020785787409498433,0.009790386822747207,-3.3702871164854886,2022-09-09
100016,5930,-0.0022081416024303272,0.009790439413551406,-3.580346065913967,2022-09-12
100016,5931,-0.0021692209868717435,0.009766101820963609,-3.5260041571664424,2022-09-13
100016,5932,-0.0020136609024208464,0.009709819094384602,-3.2921185786255607,2022-09-14
100016,5933,-0.0020319386082726086,0.009741841759298403,-3.3110808220891412,2022-09-15
100016,5934,-0.0019375655058747462,0.009869625184489311,-3.1164201567641743,2022-09-16
100016,5935,-0.0018408508896817432,0.00988901175969178,-2.9550578601000828,2022-09-19
100016,5936,-0.002010627216191632,0.009518033235329992,-3.353394211876836,2022-09-20
100016,5937,-0.0020674535246630924,0.009570642229852232,-3.429216812460625,2022-09-21
100016,5938,-0.001854789928693232,0.00965897735926817,-3.0483431338913474,2022-09-22
100016,5939,-0.0015785487473396328,0.009935184140808753,-2.5222164131000553,2022-09-23
100016,5940,-0.001731162711570305,0.009974699835874479,-2.7551060718620928,2022-09-26
100016,5941,-0.0016092702708273034,0.010018237721304465,-2.5499867625486203,2022-09-27
100016,5942,-0.001669356027944344,0.009988662978602392,-2.6530282835823384,2022-09-28
100016,5943,-0.0017242193833386038,0.010037717998162617,-2.726828365689968,2022-09-29
100016,5944,-0.001541161395695545,0.010005754754588474,-2.4451107686926274,2022-09-30
100016,5945,-0.001284222458120675,0.009947131999103168,-2.049475116593028,2022-10-03
100016,5946,-0.0011271240947210597,0.009775758273318636,-1.83029692508654,2022-10-04
100016,5947,-0.0009615496452142374,0.009851688533251487,-1.5493920007068815,2022-10-05
100016,5948,-0.0010942964978657987,0.009947719791038244,-1.7462713796161227,2022-10-06
100016,5949,-0.001178148103535359,0.0100129463884876,-1.867833963322212,2022-10-07
100016,5950,-0.001287325922692897,0.00992581658070978,-2.0588397257016084,2022-10-10
100016,5951,-0.0014058875067109813,0.009835757686800303,-2.269044540868483,2022-10-11
100016,5952,-0.0014431436537829744,0.009846040566808968,-2.326741915073157,2022-10-12
100016,5953,-0.001188992061132637,0.009782262141859966,-1.9294784328825623,2022-10-13
100016,5954,-0.001081396648970582,0.009798985900840803,-1.7518792030607624,2022-10-14
100016,5955,-0.0009382936409970764,0.009838584639839455,-1.5139321691328718,2022-10-17
100016,5956,-0.0008861172663154005,0.009827823822536047,-1.4313113226968468,2022-10-18
100016,5957,-0.0007586887710222805,0.009840077386307603,-1.2239548929251276,2022-10-19
100016,5958,-0.0007384142141791604,0.009832631364145812,-1.1921490613777095,2022-10-20
100016,5959,-0.0004973878713152789,0.010042943879081967,-0.7862025090358177,2022-10-21
100016,5960,-0.0005146278816119855,0.010052219861589263,-0.8127025142106495,2022-10-24
100016,5961,-0.00032673972926535854,0.010262317040328164,-0.50542507916111,2022-10-25
100016,5962,-0.0003587043815970229,0.01025410824110401,-0.5553145523219625,2022-10-26
100016,5963,-0.0004038242019644928,0.010294680462876054,-0.6227012575902809,2022-10-27
100016,5964,-0.0003942016050027296,0.010306608540880637,-0.6071596155745467,2022-10-28
100016,5965,-0.00028617942581121963,0.010275897490330994,-0.44209837150605374,2022-10-31
100016,5966,-4.493350123387795e-05,0.010213119649568416,-0.06984126724018869,2022-11-01
100016,5967,3.831047296920027e-05,0.010275822697710359,0.05918357317026365,2022-11-02
100016,5968,0.000151344927879693,0.010257130923349452,0.2342298510292877,2022-11-03
100016,5969,6.188862016937148e-05,0.010263983438451418,0.09571833329719266,2022-11-04
100016,5970,0.00039113824048712356,0.010071428907060417,0.6165090507767985,2022-11-07
100016,5971,0.0002538527797317718,0.009983122803781759,0.40366005987924053,2022-11-08
100016,5972,0.00025519083017596646,0.00998397277860938,0.4057531937324248,2022-11-09
100016,5973,0.00019216961508821868,0.01008366684194647,0.30252864500724924,2022-11-10
100016,5974,0.00038011814134066967,0.010002744870006703,0.6032532573096638,2022-11-11
100016,5975,0.00015252088354671277,0.009889990224247901,0.2448125742040148,2022-11-14
100016,5976,0.0003878587638100117,0.009994134562149353,0.616068050601195,2022-11-15
100016,5977,0.0005306003081978533,0.009981800112004793,0.8438376517141815,2022-11-16
100016,5978,0.0007741011384359268,0.009757880276185153,1.259338530876591,2022-11-17
100016,5979,0.0008562211355457872,0.009760482585533067,1.3925632295820076,2022-11-18
100016,5980,0.0007810655509257772,0.009804702678116327,1.2646004309758085,2022-11-21
100016,5981,0.0008709876029727861,0.009897652099004594,1.3969474191064015,2022-11-22
100016,5982,0.0012042745144036273,0.009972517967004504,1.9169948166995152,2022-11-23
100016,5983,0.0013909187597753738,0.009863902843771609,2.238480157730092,2022-11-24
100016,5984,0.0015036415314490193,0.009957393135321697,2.397170523933854,2022-11-25
100016,5985,0.0013488396467686255,0.009940928520608844,2.1539402017360576,2022-11-28
100016,5986,0.0014239405366778023,0.009854540752237089,2.293800981606214,2022-11-29
100016,5987,0.0013214102428727621,0.009811115971293699,2.138058234821042,2022-11-30
100016,5988,0.0013604543634104806,0.009816198518937507,2.20009237304611,2022-12-01
100016,5989,0.001214336921660249,0.009781008453246549,1.9708602755518492,2022-12-02
100016,5990,0.0012740686287067938,0.00978928185782751,2.066056812180917,2022-12-05
100016,5991,0.0015487049395329028,0.009485349193177046,2.5918844150737876,2022-12-06
100016,5992,0.0014661466814254373,0.009538418955574862,2.440064452606485,2022-12-07
100016,5993,0.0014127015007986189,0.009503965212596463,2.359640485379938,2022-12-08
100016,5994,0.0015849662098454435,0.009484039226868688,2.652936999128916,2022-12-09
100016,5995,0.0016397614819776073,0.009472065218480237,2.7481236609168236,2022-12-12
100016,5996,0.0017706007165135928,0.009515904137417108,2.953730365148006,2022-12-13
100016,5997,0.001932551387130938,0.009177596583136952,3.342738147106726,2022-12-14
100016,5998,0.0018134483999675828,0.009070140834342433,3.173886868611158,2022-12-15
100016,5999,0.001787325987453804,0.009100327013281704,3.117791306425002,2022-12-16
100016,6000,0.0016289399608338392,0.009167783167433321,2.820596838937822,2022-12-19
100016,6001,0.0015757523517537441,0.009192651442594091,2.7211184128541976,2022-12-20
100016,6002,0.0013597883477687793,0.009181036670837051,2.351147435435478,2022-12-21
100016,6003,0.001266309098093949,0.009195586485900287,2.186052381736958,2022-12-22
100016,6004,0.0012683430806909998,0.009194975696905824,2.1897091276144245,2022-12-23
100016,6005,0.0014379800578318705,0.009175241753147021,2.4879154526834046,2022-12-26
100016,6006,0.0013280391027931672,0.009160078311048647,2.3015051256419796,2022-12-27
100016,6007,0.0013558286861798175,0.009110952384031226,2.3623340609219934,2022-12-28
100016,6008,0.0014046609850474592,0.00914907622116104,2.437218940767974,2022-12-29
100016,6009,0.0014301278415582066,0.009122560662540335,2.4886187673137012,2022-12-30
100016,6010,0.0013009132679762843,0.00905864023299324,2.2797414815925015,2023-01-02
100016,6011,0.0013289562165996194,0.009064545712034347,2.3273671494079338,2023-01-03
100016,6012,0.001285211826413325,0.009050185752692537,2.254330000055829,2023-01-04
100016,6013,0.0013849645475336675,0.009099025719012329,2.416262057436798,2023-01-05
100016,6014,0.0016025107389147665,0.008939707015160095,2.8456267400858892,2023-01-06
100016,6015,0.0016024535525762107,0.008939763002841078,2.845507371706321,2023-01-09
100016,6016,0.0017519910129062733,0.009132522605230665,3.045379280013121,2023-01-10
100016,6017,0.0017547086401056425,0.009132629946760992,3.0500673160916154,2023-01-11
100016,6018,0.0016238797765860322,0.009083030150314373,2.838071861579189,2023-01-12
100016,6019,0.001679179951374236,0.009113256508075806,2.9249868390677842,2023-01-13
100016,6020,0.0017980364276481925,0.009055469229139378,3.1520115294417805,2023-01-16
100016,6021,0.001915022474716013,0.009015195402652217,3.3720887880305708,2023-01-17
100016,6022,0.0021519685636682273,0.00927855931048225,3.681761440440095,2023-01-18
100016,6023,0.0023496031535388856,0.008993012635750383,4.14753044997026,2023-01-19
100016,6024,0.002153207282563156,0.008897488697833314,3.84165769756307,2023-01-20
100016,6025,0.0021212514490127794,0.008894415473051842,3.785951186557875,2023-01-23
100016,6026,0.0021058471980723243,0.008879349454651674,3.7648352598282404,2023-01-24
100016,6027,0.0021130100735967045,0.008867005741923286,3.782899888795088,2023-01-25
100016,6028,0.0017992750463865603,0.009027145148038176,3.1640796075895192,2023-01-26
100016,6029,0.0015209157852781997,0.008831223103394419,2.7339123148447837,2023-01-27
100016,6030,0.0014906211574189031,0.00887945010154401,2.664903458958055,2023-01-30
100016,6031,0.001373161505442053,0.008871041934679384,2.4572382004807043,2023-01-31
100016,6032,0.0014224280563437102,0.008878592887590823,2.543234683207293,2023-02-01
100016,6033,0.0014858299970368545,0.008794279721234,2.682063878310032,2023-02-02
100016,6034,0.0012983917722660498,0.008900378070325551,2.3157814465443676,2023-02-03
100016,6035,0.0012231620128232226,0.008872533887556888,2.188449798051467,2023-02-06
100016,6036,0.0013668304039028425,0.008879012822354863,2.4437131055993597,2023-02-07
100016,6037,0.0010869887654278876,0.008972945307119529,1.9230488002382768,2023-02-08
100016,6038,0.001329914578252985,0.008852765540938693,2.3847620651954964,2023-02-09
100016,6039,0.0015559200792303095,0.00875256159560555,2.8219699190249496,2023-02-10
100016,6040,0.001636456454870683,0.008787384716077512,2.9562767200024545,2023-02-13
100016,6041,0.0017540708048497686,0.008845897500039541,3.147788089299465,2023-02-14
100016,6042,0.002042103837154923,0.009017960392905103,3.594758904951552,2023-02-15
100016,6043,0.0019275871252390066,0.009010930890271761,3.3958197388673024,2023-02-16
100016,6044,0.0018861641979165524,0.009004231797678432,3.325317369644439,2023-02-17
100016,6045,0.0017609584072516894,0.008994963567989138,3.1077777999880807,2023-02-20
100016,6046,0.0017732172756641839,0.008992502964028731,3.130268814360709,2023-02-21
100016,6047,0.0018652889768825645,0.009076709087144284,3.2622555435369054,2023-02-22
100016,6048,0.001777805847832544,0.009165618184645355,3.079093231660673,2023-02-23
100016,6049,0.001490514836666125,0.009030189127845898,2.6202318871330212,2023-02-24
100016,6050,0.0017057340887146647,0.00906528209416438,2.9869659794367713,2023-02-27
100016,6051,0.0015978596173412327,0.00891041459243065,2.846695268973682,2023-02-28
100016,6052,0.0015588913574483578,0.008921499058240434,2.773820067133228,2023-03-01
100016,6053,0.0017770172755898687,0.008837033658423116,3.192165585243636,2023-03-02
100016,6054,0.0016755799342460323,0.008762784201882829,3.0354515453244333,2023-03-03
100016,6055,0.0018112980005573018,0.008856123860402881,3.246732409285756,2023-03-06
100016,6056,0.0017348465076723718,0.008831289265446941,3.118438735867437,2023-03-07
100016,6057,0.001715217001912281,0.008811565823221908,3.090055313172738,2023-03-08
100016,6058,0.0019441018000080136,0.009120636513467926,3.3837177122138065,2023-03-09
100016,6059,0.0020608080058439294,0.009101895749406386,3.5942306746391233,2023-03-10
100016,6060,0.0019695742828006804,0.009071011554774881,3.4468065944967203,2023-03-13
100016,6061,0.0020405529504852835,0.009084546447851822,3.5657007259750104,2023-03-14
100016,6062,0.0019373521490077328,0.00908508443731917,3.38516522786013,2023-03-15
100016,6063,0.0023831155079060726,0.009064747503305564,4.173396541157894,2023-03-16
100016,6064,0.0023568756227112164,0.009062062995031983,4.128667019125505,2023-03-17
100016,6065,0.00239258149746236,0.009038641345869665,4.20207554975013,2023-03-20
100016,6066,0.002147669801223879,0.008985877529341199,3.794087004035875,2023-03-21
100016,6067,0.002194507528793087,0.009017267672157665,3.8633351360120782,2023-03-22
100016,6068,0.002256314097376772,0.009039354508973125,3.9624373457522033,2023-03-23
100016,6069,0.002159879092935836,0.009058012760264971,3.7852693034021443,2023-03-24
100016,6070,0.0023139967354827177,0.008996605092589996,4.083046771772932,2023-03-27
100016,6071,0.002006784953747435,0.009032539419571297,3.526884528772287,2023-03-28
100016,6072,0.0018279728671795675,0.008865263722135235,3.2732438164395514,2023-03-29
100016,6073,0.0018338625217821653,0.008866891427954833,3.2831872662975585,2023-03-30
100016,6074,0.0018454942735631652,0.00888455942078542,3.297441322133873,2023-03-31
100016,6075,0.0018258392628113067,0.008900682410495787,3.2564132055850803,2023-04-03
100016,6076,0.0017790866608620602,0.008955749454784974,3.15351890262522,2023-04-04
100016,6077,0.0016876322723445784,0.009006944213761608,2.9744085393546515,2023-04-05
100016,6078,0.00151463812403752,0.009104012924361514,2.6410479658288004,2023-04-06
100016,6079,0.0016850187945449198,0.00916273816870406,2.9193068290848516,2023-04-07
100016,6080,0.0017850437284010786,0.009251050715294596,3.0630780849033865,2023-04-10
100016,6081,0.0017864026802445266,0.009251273325223242,3.0653362410944895,2023-04-11
100016,6082,0.0020042323956552957,0.009243004323204913,3.44219279991279,2023-04-12
100016,6083,0.0019663949918568135,0.009237140400311627,3.379352420106439,2023-04-13
100016,6084,0.0018720880997657341,0.009216451000712342,3.2245033651244612,2023-04-14
100016,6085,0.0018226622153429506,0.009227515750001566,3.135607292268681,2023-04-17
100016,6086,0.0016786875392617129,0.009187841465639248,2.900391636803535,2023-04-18
100016,6087,0.0016466899388623052,0.009234460868075747,2.83074375011326,2023-04-19
100016,6088,0.0016266542731883673,0.00922981873558635,2.7977078202046854,2023-04-20
100016,6089,0.0017368460265918182,0.009151250319393543,3.0128752847472047,2023-04-21
100016,6090,0.001918853503165083,0.009092662845568976,3.3500477855377153,2023-04-24
100016,6091,0.0019897120648330146,0.009062656933766013,3.4852582477611636,2023-04-25
100016,6092,0.0020657496189603317,0.009008465227991981,3.6402159242704295,2023-04-26
100016,6093,0.0020342613947482366,0.009035904643990188,3.5738423307396783,2023-04-27
100016,6094,0.0020623134128582655,0.009029128305021271,3.625843978445708,2023-04-28
100016,6095,0.002052548075211564,0.009023183985521033,3.6110524420613492,2023-05-01
100016,6096,0.001972459408996436,0.009094085925868418,3.4430972677722966,2023-05-02
100016,6097,0.002135413740596686,0.008946133809789356,3.789194633552247,2023-05-03
100016,6098,0.00204594817960584,0.008900410530544727,3.649092405334973,2023-05-04
100016,6099,0.002057536317553332,0.00888937947256273,3.6743145637096033,2023-05-05
100016,6100,0.0020058075187283494,0.008915008542204703,3.5716406870248556,2023-05-08
100016,6101,0.001984574499711374,0.008911363190934092,3.5352776934454693,2023-05-09
100016,6102,0.0018544196808871934,0.008992194732091497,3.2737280151161317,2023-05-10
100016,6103,0.0017809840239252682,0.008950016926648636,3.158904070173513,2023-05-11
100016,6104,0.001646486579260954,0.008995712962519326,2.905513355448327,2023-05-12
100016,6105,0.0018353045674981317,0.008989358270405336,3.2410051883105537,2023-05-15
100016,6106,0.001851234299505866,0.009022981846227724,3.2569536269563075,2023-05-16
100016,6107,0.001748092580173704,0.0090715014333146,3.0590426093337073,2023-05-17
100016,6108,0.0018150291077219476,0.009074837455763199,3.1750093584272645,2023-05-18
100016,6109,0.0016490988814229193,0.009077448143179286,2.883919880640621,2023-05-19
100016,6110,0.0017271412647909027,0.009116861569675444,3.0073416586122157,2023-05-22
100016,6111,0.0015645721848846692,0.009205089628319025,2.698160958701971,2023-05-23
100016,6112,0.0013647479276606008,0.008931157654525299,2.425743957426067,2023-05-24
100016,6113,0.0013064285587143984,0.00896982533000038,2.3120751708310223,2023-05-25
100016,6114,0.0013172624552743053,0.00896602816429564,2.332235949427409,2023-05-26
100016,6115,0.001205203431652857,0.009025970445263263,2.119662530737714,2023-05-29
100016,6116,0.0011805704473400384,0.009004655825333347,2.081253877621727,2023-05-30
100016,6117,0.0012455396281200242,0.008924193229737113,2.2155872374663037,2023-05-31
100016,6118,0.001490831006087069,0.008727229641914708,2.711766448761785,2023-06-01
100016,6119,0.0015145600853808782,0.00871323430639238,2.759353776571405,2023-06-02
100016,6120,0.0016623867787036296,0.008562075356316826,3.0821466638973267,2023-06-05
100016,6121,0.0017184546289756495,0.008546214956370557,3.1920120971646218,2023-06-06
100016,6122,0.001594638836685939,0.008579383400702337,2.950574135076622,2023-06-07
100016,6123,0.0017022722455432718,0.008526979638731263,3.1690862764427328,2023-06-08
100016,6124,0.001992335159032827,0.008499780835258697,3.7209594891377558,2023-06-09
100016,6125,0.0019095123638296426,0.008544496916814085,3.5476130819273943,2023-06-12
100016,6126,0.0019401063333161137,0.008571998849747362,3.592888168756887,2023-06-13
100016,6127,0.00225289864206691,0.008484854020196204,4.214999707777881,2023-06-14
100016,6128,0.0020924600842470585,0.008515634273455835,3.900681147266058,2023-06-15
100016,6129,0.001870297438085549,0.008626377844454696,3.441774975398186,2023-06-16
100016,6130,0.0018060057263463306,0.008594370850711741,3.335840704064047,2023-06-19
100016,6131,0.001632361860836678,0.008557673986951916,3.0280355666917105,2023-06-20
100016,6132,0.0015990793540047806,0.00849046211561776,2.989778110832526,2023-06-21
100016,6133,0.001637350137865153,0.008478980392899025,3.0654779748445913,2023-06-22
100016,6134,0.0015482301653485125,0.00852265625898086,2.8837713492087285,2023-06-23
100016,6135,0.001477083668057872,0.00858880353973923,2.7300631804426136,2023-06-26
100016,6136,0.0015842588121173944,0.008636944914815297,2.9118315820460676,2023-06-27
100016,6137,0.0013770962727672814,0.008555782609801117,2.555081938357634,2023-06-28
100016,6138,0.0015124825140014095,0.008448953029094961,2.841762225876747,2023-06-29
100016,6139,0.0016906843703195186,0.00843539138154672,3.1816878580083725,2023-06-30
100016,6140,0.0015074661851210388,0.008371497078230752,2.8585429332879397,2023-07-03
100016,6141,0.0014025052508107815,0.00832854474012602,2.673225795303671,2023-07-04
100016,6142,0.001436426675811052,0.008317927649715685,2.741375920170557,2023-07-05
